jour;categorie;value
2020-09-25;PME / PMI;4654976359.0
2020-10-30;PME / PMI;4778194725.0
2020-11-02;Résidentiels;14589841990.0
2020-11-19;Professionnels;4606632173.0
2020-11-19;Entreprises;13750259783.0
2021-01-14;Professionnels;6111521490.0
2021-02-09;Professionnels;6395547250.0
2021-02-11;PME / PMI;4110108415.0
2021-02-11;Professionnels;6671508380.0
2021-02-20;Entreprises;11735873704.0
2021-02-28;Résidentiels;22652647038.0
2021-03-07;PME / PMI;2523681594.0
2021-03-14;PME / PMI;2405246837.0
2021-03-23;PME / PMI;3345603267.0
2021-03-23;Entreprises;16255119148.0
2021-04-22;Professionnels;3991815606.0
2021-05-08;Entreprises;10662247765.0
2021-05-16;PME / PMI;2059597372.0
2021-06-05;Entreprises;11127050384.0
2021-06-22;PME / PMI;2806661864.0
2021-06-24;Entreprises;15552416249.0
2021-07-24;Entreprises;12117993454.0
2021-09-01;PME / PMI;2744434367.0
2021-10-04;Entreprises;14904842854.0
2021-10-30;Entreprises;11867486343.0
2021-12-01;Entreprises;17754118801.0
2022-01-15;Résidentiels;30866664062.0
2022-01-20;Professionnels;6713724581.0
2022-02-12;Résidentiels;25718588706.0
2022-02-14;PME / PMI;3648460509.0
2017-03-12;Entreprises;8944490638.0
2017-03-23;Professionnels;5467122198.0
2017-04-07;PME / PMI;5009171498.0
2017-04-23;PME / PMI;3348592717.0
2017-04-23;Professionnels;3443642339.0
2017-04-23;Entreprises;8599901878.0
2017-04-24;PME / PMI;4902353871.0
2017-05-17;Résidentiels;11222090133.0
2017-06-13;Professionnels;3935829114.0
2017-07-06;PME / PMI;5231275641.0
2017-09-08;Entreprises;13705090276.0
2017-09-25;PME / PMI;4727381457.0
2017-10-30;Résidentiels;16221422495.0
2017-11-14;PME / PMI;6654951544.0
2017-11-14;Professionnels;6192224830.0
2017-12-05;Professionnels;6883683396.0
2017-12-07;PME / PMI;7213659667.0
2018-01-08;PME / PMI;6873605360.0
2018-03-13;PME / PMI;6427068044.0
2018-03-13;Entreprises;14899928417.0
2018-04-14;Entreprises;10100053524.0
2018-04-21;Entreprises;10048096778.0
2018-04-27;Résidentiels;12665406969.0
2018-04-28;PME / PMI;3700760088.0
2018-05-29;Résidentiels;10746506535.0
2018-06-03;Professionnels;2841327083.0
2018-07-08;Résidentiels;11205940056.0
2018-08-28;Entreprises;14007651629.0
2018-09-18;Résidentiels;10199596729.0
2018-10-20;Professionnels;3924822901.0
2018-11-03;Résidentiels;20893821650.0
2018-11-09;PME / PMI;5741604503.0
2018-11-09;Professionnels;5234174792.0
2018-11-12;Résidentiels;16438420904.0
2018-11-22;Résidentiels;24292296091.0
2018-11-22;Entreprises;15217742848.0
2018-12-19;Professionnels;6238429020.0
2018-12-23;Professionnels;4716405019.0
2018-12-23;Résidentiels;21409212735.0
2018-12-29;Entreprises;9731947906.0
2019-01-28;PME / PMI;7257080974.0
2019-01-28;Professionnels;6488222476.0
2019-02-06;Résidentiels;25528547746.0
2019-02-07;PME / PMI;7019529136.0
2019-03-31;Professionnels;3804874960.0
2019-04-07;Professionnels;4127028481.0
2019-04-09;Professionnels;4798271064.0
2019-04-09;Résidentiels;16834694872.0
2019-05-11;PME / PMI;4065077170.0
2019-05-20;Entreprises;13012595902.0
2019-07-01;Professionnels;3816858128.0
2019-07-01;Résidentiels;11429925729.0
2019-08-01;Entreprises;13061445435.0
2019-08-02;Professionnels;3791753663.0
2019-08-16;Entreprises;9961278213.0
2019-09-03;Résidentiels;10432989644.0
2019-09-03;Entreprises;13946715759.0
2020-01-06;PME / PMI;6652674492.0
2020-01-20;Professionnels;6486060916.0
2020-04-26;Résidentiels;13579953016.0
2020-05-06;Résidentiels;12489303297.0
2020-05-29;Professionnels;3393570193.0
2020-07-06;PME / PMI;4587647788.0
2020-07-08;PME / PMI;4865491036.0
2020-07-15;PME / PMI;5011636819.0
2020-07-21;Entreprises;14103228993.0
2020-08-23;Professionnels;3036589104.0
2020-08-28;Entreprises;12869385020.0
2020-09-12;PME / PMI;3847078156.0
2020-09-17;Professionnels;3953833168.0
2020-10-02;Entreprises;13198458607.0
2020-10-21;Professionnels;4412772816.0
2020-11-13;PME / PMI;4904442701.0
2020-11-13;Résidentiels;16812303381.0
2020-11-28;PME / PMI;4468109498.0
2020-11-29;Professionnels;4619639466.0
2020-12-08;PME / PMI;6310188016.0
2020-12-15;Entreprises;14089546149.0
2021-01-16;Professionnels;5949621560.0
2021-02-07;Professionnels;4723354993.0
2021-02-12;PME / PMI;4091552535.0
2021-02-16;Résidentiels;25072801320.0
2021-02-23;PME / PMI;2964620796.0
2021-02-23;Résidentiels;18134007174.0
2021-03-04;Professionnels;4890865882.0
2021-03-04;Entreprises;15827351836.0
2021-05-02;Professionnels;3546262178.0
2021-05-22;Résidentiels;14909476323.0
2021-05-22;Entreprises;11086282201.0
2021-06-25;Résidentiels;11226872754.0
2021-07-01;Professionnels;3735805422.0
2021-07-01;Entreprises;15683537688.0
2021-07-21;PME / PMI;2903972081.0
2021-08-20;Résidentiels;10912043975.0
2021-09-09;Entreprises;16316952742.0
2021-09-13;Professionnels;3704740419.0
2021-09-13;Entreprises;15309849965.0
2021-10-07;PME / PMI;3232350343.0
2021-10-07;Entreprises;15848280030.0
2021-10-24;Résidentiels;17339251928.0
2022-01-05;PME / PMI;3653273586.0
2022-01-07;Professionnels;6552487262.0
2022-02-04;PME / PMI;3746350280.0
2022-02-04;Professionnels;6045374507.0
2017-05-15;Professionnels;3674885210.0
2017-05-25;Professionnels;2839630262.0
2017-06-04;Professionnels;2863758306.0
2017-06-14;Résidentiels;10856191122.0
2017-07-08;Résidentiels;11211477558.0
2017-07-13;PME / PMI;5063973053.0
2017-07-13;Résidentiels;10328111818.0
2017-07-15;PME / PMI;4171824213.0
2017-08-23;Entreprises;13550293002.0
2017-09-01;Professionnels;3853688177.0
2017-09-01;Entreprises;13394704727.0
2017-09-06;Résidentiels;10669112530.0
2017-09-19;Entreprises;14299753190.0
2017-10-07;PME / PMI;3935237657.0
2017-10-07;Entreprises;10032613432.0
2017-10-10;Entreprises;14255876511.0
2017-11-07;PME / PMI;6371495978.0
2017-12-20;PME / PMI;6850620859.0
2018-01-11;PME / PMI;6406569946.0
2018-01-11;Entreprises;14980886916.0
2018-01-31;Résidentiels;22679436508.0
2018-02-05;PME / PMI;7562097444.0
2018-02-12;PME / PMI;7179188225.0
2018-03-25;Résidentiels;22762444623.0
2018-03-30;PME / PMI;6342315724.0
2018-03-31;Entreprises;10518860296.0
2018-06-05;Professionnels;3688796900.0
2018-06-08;Résidentiels;10526121764.0
2018-06-09;PME / PMI;3848731136.0
2018-06-28;PME / PMI;5168335824.0
2018-07-04;Résidentiels;10464209004.0
2018-07-05;PME / PMI;5140419327.0
2018-07-14;Entreprises;10557040534.0
2018-08-01;Entreprises;13725590998.0
2018-08-11;Professionnels;3455818244.0
2018-10-31;Entreprises;14123886703.0
2018-11-20;PME / PMI;6969016407.0
2018-11-20;Résidentiels;25151053154.0
2018-12-13;Résidentiels;27532390691.0
2018-12-17;Résidentiels;25113686879.0
2019-01-18;PME / PMI;7045736790.0
2019-04-01;PME / PMI;5309200044.0
2019-04-23;Résidentiels;12159013722.0
2019-08-27;Résidentiels;10810824006.0
2019-08-27;Entreprises;14211715468.0
2019-09-24;Professionnels;3902316647.0
2019-10-18;Professionnels;4398378782.0
2019-10-19;Résidentiels;14071313739.0
2019-10-19;Entreprises;9747938220.0
2019-11-07;Résidentiels;18488646314.0
2019-11-07;Entreprises;14424761431.0
2020-02-19;Professionnels;5618130394.0
2020-03-04;Entreprises;14665122221.0
2020-04-04;PME / PMI;3319720601.0
2020-05-25;Professionnels;3231090880.0
2020-05-25;Entreprises;11435612285.0
2020-06-04;PME / PMI;4180243523.0
2020-06-30;Professionnels;3739206787.0
2020-07-07;Entreprises;13897770892.0
2020-07-20;PME / PMI;4839765424.0
2020-07-24;Résidentiels;11174414394.0
2020-07-27;Entreprises;13003514782.0
2020-08-07;Résidentiels;11426783688.0
2020-08-08;PME / PMI;4167756759.0
2020-08-15;Résidentiels;11695718127.0
2020-08-15;Entreprises;9035843181.0
2020-08-22;Entreprises;9455876337.0
2020-09-27;Entreprises;8382664051.0
2020-09-28;Professionnels;4057643934.0
2020-10-08;PME / PMI;5111580517.0
2020-10-08;Professionnels;4330853863.0
2020-10-15;Professionnels;5021924961.0
2020-10-25;PME / PMI;3352708979.0
2020-10-29;Professionnels;4624802564.0
2020-10-29;Entreprises;13733260657.0
2021-01-10;Résidentiels;34093691103.0
2021-01-26;Professionnels;6596932917.0
2021-03-27;Entreprises;11558528650.0
2021-03-29;Professionnels;4274860354.0
2021-03-29;Résidentiels;16682384188.0
2021-04-28;Résidentiels;14750338115.0
2021-05-19;Professionnels;4199140406.0
2021-05-28;Professionnels;3925325133.0
2021-05-28;Entreprises;14681495273.0
2021-06-12;Entreprises;11921431781.0
2021-09-11;PME / PMI;2325651339.0
2021-09-20;Entreprises;14868326589.0
2021-11-06;Professionnels;4872867749.0
2021-11-21;Résidentiels;23085873494.0
2021-12-05;PME / PMI;2981363578.0
2022-01-08;Entreprises;13331669165.0
2022-01-11;Résidentiels;26512945269.0
2022-01-13;PME / PMI;4192979880.0
2017-03-19;PME / PMI;4138234754.0
2017-04-03;Professionnels;4387496297.0
2017-05-09;Professionnels;4377320431.0
2017-05-31;Entreprises;14414391576.0
2017-06-05;Résidentiels;11358673441.0
2017-06-08;Entreprises;14408312027.0
2017-07-28;Professionnels;3781484701.0
2017-08-01;Résidentiels;10632040683.0
2017-08-26;Professionnels;3555312355.0
2017-09-22;Résidentiels;11893235986.0
2017-11-25;PME / PMI;5071131147.0
2017-11-30;PME / PMI;7234977353.0
2017-12-31;Résidentiels;23422517750.0
2018-01-02;PME / PMI;6725917751.0
2018-01-30;Entreprises;15103975204.0
2018-04-05;Professionnels;5074994123.0
2018-06-15;Professionnels;3765292405.0
2018-07-03;PME / PMI;5268995493.0
2018-07-11;PME / PMI;5342414924.0
2018-08-17;PME / PMI;4777243942.0
2018-08-17;Professionnels;3589500969.0
2018-09-03;Entreprises;13172553394.0
2018-09-24;Professionnels;3752460775.0
2018-09-24;Entreprises;13354376669.0
2018-10-18;Professionnels;4151108741.0
2018-12-08;Résidentiels;22158606534.0
2018-12-08;Entreprises;10466186467.0
2018-12-22;Professionnels;5148255817.0
2019-01-11;Résidentiels;28512245734.0
2019-01-26;PME / PMI;5823105125.0
2019-02-05;Professionnels;6749758957.0
2019-03-01;Professionnels;5236778845.0
2019-04-17;Entreprises;13989637141.0
2019-05-17;Professionnels;4183332805.0
2019-05-26;Résidentiels;12253583191.0
2019-05-30;PME / PMI;3246348801.0
2019-06-03;PME / PMI;4668274205.0
2019-06-03;Entreprises;13110512349.0
2019-06-15;Résidentiels;11257724658.0
2019-06-24;Entreprises;13908256004.0
2019-07-06;PME / PMI;4396554993.0
2019-07-06;Entreprises;11134787586.0
2019-07-13;PME / PMI;4336475564.0
2019-07-23;Professionnels;4293193968.0
2019-08-03;PME / PMI;4222177198.0
2019-08-03;Résidentiels;10826109763.0
2019-08-08;Professionnels;3737007606.0
2019-08-08;Résidentiels;10456241702.0
2019-08-12;Professionnels;3249406750.0
2019-09-04;PME / PMI;4780298706.0
2019-10-15;PME / PMI;4988604781.0
2019-10-15;Entreprises;13919676230.0
2019-10-20;PME / PMI;3338470076.0
2019-10-20;Entreprises;8577048181.0
2019-11-22;Résidentiels;22883576677.0
2019-11-23;PME / PMI;5063398517.0
2019-11-24;Résidentiels;23159781089.0
2019-12-02;Professionnels;6159971994.0
2019-12-02;Résidentiels;25023105995.0
2019-12-12;Résidentiels;25680270307.0
2019-12-19;Résidentiels;19707263494.0
2019-12-19;Entreprises;13918153375.0
2020-02-23;PME / PMI;4228920931.0
2020-03-10;PME / PMI;5693161827.0
2020-03-10;Professionnels;5750162503.0
2020-03-13;Professionnels;5309049496.0
2020-03-18;Résidentiels;17524211207.0
2020-04-09;PME / PMI;3699099271.0
2020-05-18;Professionnels;3317556027.0
2020-05-21;PME / PMI;2734996636.0
2020-06-07;PME / PMI;2835485372.0
2020-06-10;Entreprises;12680683894.0
2020-07-04;Résidentiels;11463309608.0
2020-08-02;Résidentiels;11915007780.0
2020-08-17;Professionnels;3343701251.0
2020-08-17;Résidentiels;10782532372.0
2020-08-26;Résidentiels;10900348286.0
2020-09-01;Professionnels;3694001168.0
2020-09-01;Entreprises;13216156325.0
2020-09-20;PME / PMI;3216755036.0
2020-10-12;PME / PMI;5296699993.0
2020-10-12;Professionnels;4548239795.0
2020-10-12;Entreprises;13195318635.0
2020-10-16;Entreprises;13610138954.0
2020-10-31;PME / PMI;3815921979.0
2020-10-31;Résidentiels;16941119703.0
2021-01-15;Résidentiels;27592965083.0
2021-01-31;Professionnels;4603674506.0
2021-03-09;PME / PMI;3491642620.0
2021-03-09;Entreprises;16488934026.0
2021-04-16;PME / PMI;3152122737.0
2021-04-16;Résidentiels;21552977581.0
2021-04-24;Entreprises;11002321134.0
2021-04-29;Résidentiels;15380525981.0
2021-05-06;PME / PMI;2917760586.0
2021-05-10;Professionnels;3696981361.0
2021-05-10;Entreprises;14190815089.0
2021-05-31;Entreprises;14483916484.0
2021-06-14;Entreprises;15641279850.0
2021-06-19;PME / PMI;2371510482.0
2021-07-09;PME / PMI;2874187005.0
2021-11-08;PME / PMI;3433872366.0
2021-11-09;PME / PMI;3652480022.0
2022-01-04;PME / PMI;3433519316.0
2022-01-16;Résidentiels;31202341278.0
2022-02-07;Professionnels;5719529230.0
2019-11-16;Professionnels;5685551455.0
2019-12-30;PME / PMI;6516608980.0
2020-02-11;Entreprises;14694281632.0
2017-02-21;Résidentiels;20211680637.0
2017-04-19;PME / PMI;5238438196.0
2017-04-19;Résidentiels;16611296954.0
2017-05-19;Entreprises;13472775250.0
2017-05-26;Entreprises;11309629856.0
2017-06-09;PME / PMI;4877129474.0
2017-06-09;Entreprises;14021096030.0
2017-06-19;Professionnels;3783472018.0
2017-06-19;Résidentiels;11454558649.0
2017-07-14;Professionnels;2949621978.0
2017-07-17;Professionnels;3660831491.0
2017-08-09;PME / PMI;4668414108.0
2017-08-16;Entreprises;11512559362.0
2017-11-03;Professionnels;4838267277.0
2017-11-15;PME / PMI;6454743240.0
2017-11-19;PME / PMI;4436805076.0
2017-12-11;Professionnels;6239569210.0
2018-01-01;PME / PMI;4914808961.0
2018-01-01;Résidentiels;23648537056.0
2018-02-02;PME / PMI;7000480957.0
2018-02-02;Résidentiels;26034465517.0
2018-02-02;Entreprises;14919183356.0
2018-03-23;Résidentiels;24598576748.0
2018-03-23;Entreprises;14700744030.0
2018-04-02;Résidentiels;20830905555.0
2018-04-22;Entreprises;8678260114.0
2018-04-25;Résidentiels;11549875218.0
2018-05-30;PME / PMI;4635914693.0
2018-06-16;Résidentiels;10938702639.0
2018-06-18;PME / PMI;4747350361.0
2018-08-13;Résidentiels;9998942078.0
2018-09-01;Entreprises;9857400204.0
2018-09-09;Entreprises;8799331492.0
2018-09-25;Professionnels;3981756631.0
2018-09-29;Entreprises;10022188158.0
2018-10-03;PME / PMI;5032979169.0
2018-10-03;Résidentiels;12021635440.0
2018-11-25;Professionnels;4980577347.0
2018-12-14;Entreprises;15038660291.0
2019-01-02;Professionnels;6035923491.0
2019-01-13;PME / PMI;4886737620.0
2019-01-13;Résidentiels;26379340031.0
2019-02-15;Entreprises;14363006802.0
2019-03-09;Résidentiels;20230479583.0
2019-03-10;Entreprises;9045228132.0
2019-03-15;Entreprises;14107602693.0
2019-05-02;PME / PMI;5214110019.0
2019-05-27;Résidentiels;11467306080.0
2019-06-08;PME / PMI;3901445837.0
2019-06-08;Résidentiels;11498727463.0
2019-06-29;Entreprises;11254050262.0
2019-07-08;Professionnels;3767835454.0
2019-08-09;Professionnels;3813327778.0
2019-08-14;Professionnels;3375364860.0
2019-08-28;PME / PMI;4863423044.0
2019-09-18;Professionnels;3839134016.0
2019-09-29;Entreprises;8666985108.0
2019-10-04;Professionnels;4246422017.0
2019-11-03;Résidentiels;17106080331.0
2019-11-09;Professionnels;5128854253.0
2019-12-07;Résidentiels;24127187508.0
2019-12-25;PME / PMI;4320540009.0
2020-01-03;Professionnels;5891349192.0
2020-01-21;PME / PMI;7194359620.0
2020-02-17;Entreprises;13760533289.0
2020-02-18;Professionnels;5604395965.0
2020-02-21;Entreprises;14093921832.0
2020-02-29;Entreprises;10337507777.0
2020-04-02;Entreprises;10928104757.0
2020-04-15;Résidentiels;14412987231.0
2020-06-26;PME / PMI;4615944797.0
2020-07-05;Résidentiels;11898355731.0
2020-08-11;PME / PMI;4870113997.0
2020-09-22;Entreprises;13785912778.0
2020-09-30;Entreprises;13762781116.0
2020-10-09;Professionnels;4352244903.0
2020-11-20;Résidentiels;20621949141.0
2020-11-24;Résidentiels;22288343741.0
2020-11-26;PME / PMI;5873840055.0
2020-12-05;Professionnels;5490837554.0
2020-12-26;PME / PMI;5029257813.0
2020-12-26;Résidentiels;28312746609.0
2021-01-18;Professionnels;6203968662.0
2021-01-22;Entreprises;16279392383.0
2021-02-10;Résidentiels;29823603756.0
2021-03-10;Professionnels;5277681916.0
2021-04-08;Résidentiels;21100844790.0
2021-05-09;Entreprises;9693585020.0
2021-05-14;PME / PMI;2481355007.0
2021-06-26;Entreprises;11580529127.0
2021-06-29;Résidentiels;11168371091.0
2021-07-18;Professionnels;3077575783.0
2021-07-19;Professionnels;3703648872.0
2021-09-16;Résidentiels;10707366959.0
2021-09-18;PME / PMI;2494667492.0
2021-09-27;PME / PMI;2916443170.0
2021-10-09;Entreprises;11536740617.0
2021-11-01;Résidentiels;16546067401.0
2021-11-03;Professionnels;4968626546.0
2022-01-03;Entreprises;15174149116.0
2022-01-21;Résidentiels;28606767200.0
2017-04-22;Professionnels;4040193665.0
2017-05-08;Résidentiels;15769322541.0
2017-05-21;Professionnels;3033973012.0
2017-06-17;Résidentiels;11325341174.0
2017-06-21;Professionnels;4167644602.0
2017-06-21;Entreprises;15850004925.0
2017-07-10;PME / PMI;5013778503.0
2017-08-12;Résidentiels;10689267986.0
2017-08-19;PME / PMI;3947510193.0
2017-09-15;PME / PMI;4871161864.0
2017-09-21;Professionnels;4332306787.0
2017-09-24;Résidentiels;12821175108.0
2017-10-28;PME / PMI;3858427555.0
2017-11-20;Résidentiels;22486563166.0
2018-01-10;Entreprises;14946573876.0
2018-01-23;Professionnels;5844378007.0
2018-02-04;PME / PMI;5131110692.0
2018-03-06;Résidentiels;22830142752.0
2018-04-23;PME / PMI;4562030175.0
2018-05-12;Résidentiels;12583674724.0
2018-06-07;PME / PMI;4778823407.0
2018-06-27;Résidentiels;10742679870.0
2018-06-29;Entreprises;14380628673.0
2018-07-29;PME / PMI;3831629430.0
2018-07-29;Entreprises;9068886778.0
2018-08-14;PME / PMI;4808698875.0
2018-08-14;Résidentiels;9706023653.0
2018-08-25;Professionnels;3411862090.0
2018-09-28;PME / PMI;4861385233.0
2018-10-15;PME / PMI;4807713414.0
2018-10-15;Professionnels;3888566412.0
2018-12-16;Professionnels;5634172333.0
2019-01-10;Résidentiels;28700034622.0
2019-01-10;Entreprises;15606025267.0
2019-02-10;Professionnels;5078923811.0
2019-03-13;Professionnels;5578037477.0
2019-03-21;PME / PMI;5947406096.0
2019-03-21;Résidentiels;18750236966.0
2019-03-28;PME / PMI;5818454482.0
2019-03-29;Entreprises;13657026450.0
2019-04-24;Résidentiels;12766182360.0
2019-05-04;PME / PMI;4310392642.0
2019-05-14;Professionnels;4134884869.0
2019-06-10;PME / PMI;3338887318.0
2019-07-04;PME / PMI;5250189390.0
2019-07-11;PME / PMI;5250760664.0
2019-07-11;Entreprises;14930211780.0
2019-07-18;PME / PMI;5219044898.0
2019-07-19;Résidentiels;10600981710.0
2019-08-07;Résidentiels;10264436586.0
2019-08-07;Entreprises;11986561500.0
2019-08-19;Entreprises;11396274107.0
2019-09-25;Résidentiels;10859262255.0
2019-10-09;Professionnels;4242968299.0
2019-11-05;PME / PMI;5793299031.0
2019-11-05;Professionnels;5030345032.0
2019-11-05;Entreprises;14214123218.0
2019-11-12;Professionnels;5780358704.0
2019-11-19;Résidentiels;24497550416.0
2019-11-19;Entreprises;15178020929.0
2019-11-20;Professionnels;6248426687.0
2019-11-30;PME / PMI;5106859482.0
2019-11-30;Professionnels;5436699630.0
2019-12-29;Professionnels;5304675298.0
2020-01-01;Professionnels;5235701826.0
2020-01-18;PME / PMI;5415249499.0
2020-02-13;Entreprises;14845100005.0
2020-03-09;Entreprises;13809339364.0
2020-03-22;Entreprises;7819952668.0
2020-03-23;Professionnels;3811330262.0
2020-03-26;PME / PMI;4562944336.0
2020-03-26;Professionnels;3998515305.0
2020-04-03;Résidentiels;19929036363.0
2020-04-06;Professionnels;3474927524.0
2020-05-28;Résidentiels;11057967972.0
2020-07-01;PME / PMI;4714865377.0
2020-07-01;Professionnels;3709301167.0
2020-07-01;Entreprises;13939106343.0
2020-08-10;PME / PMI;4751592245.0
2020-08-20;Résidentiels;11152997065.0
2020-09-08;Professionnels;3808836317.0
2020-10-01;Entreprises;13694561863.0
2020-10-13;Professionnels;4819714817.0
2020-10-13;Résidentiels;16706925124.0
2020-11-09;Résidentiels;15826163811.0
2020-11-11;PME / PMI;3454734130.0
2020-11-12;Résidentiels;16495049029.0
2020-11-15;Professionnels;3621750119.0
2020-11-18;Professionnels;4423958181.0
2020-11-18;Entreprises;13631049400.0
2020-12-06;Professionnels;5103092120.0
2020-12-11;Résidentiels;25484100905.0
2020-12-13;Professionnels;4965667187.0
2020-12-19;Professionnels;4871202581.0
2020-12-19;Entreprises;9884712943.0
2020-12-24;PME / PMI;5461939902.0
2020-12-24;Résidentiels;22841605057.0
2021-01-04;Résidentiels;31459711707.0
2021-02-18;PME / PMI;3425094741.0
2021-02-27;PME / PMI;2707559146.0
2021-03-19;Entreprises;15985413251.0
2021-04-06;Entreprises;15288963509.0
2021-04-11;Résidentiels;20862120581.0
2021-04-11;Entreprises;10469435585.0
2021-04-23;Entreprises;14429303956.0
2021-05-18;Professionnels;4136036462.0
2021-05-25;PME / PMI;2847833661.0
2021-06-01;Résidentiels;11164659058.0
2021-06-01;Entreprises;15368281310.0
2021-06-06;Professionnels;2928781692.0
2021-06-06;Résidentiels;12185010097.0
2021-06-08;Professionnels;3727837944.0
2021-07-12;Entreprises;14970302503.0
2021-07-28;Résidentiels;10939353569.0
2021-08-08;Résidentiels;11131782110.0
2021-08-26;Professionnels;3763471556.0
2021-09-02;Professionnels;3892458512.0
2021-09-08;Entreprises;16433601568.0
2021-09-10;Résidentiels;10739774278.0
2021-09-19;PME / PMI;2097012662.0
2021-10-02;Professionnels;3667019021.0
2021-10-25;PME / PMI;3057913299.0
2021-10-25;Entreprises;15414297591.0
2021-10-29;Résidentiels;15551429845.0
2021-10-31;Résidentiels;15677119893.0
2021-10-31;Entreprises;10529444767.0
2021-12-26;Entreprises;10570297651.0
2021-12-27;Résidentiels;22241486996.0
2021-12-29;Professionnels;5017749140.0
2021-12-29;Résidentiels;20249710829.0
2022-02-05;Professionnels;5516600105.0
2022-02-08;Professionnels;5989355067.0
2017-03-03;Résidentiels;20395258955.0
2017-03-03;Entreprises;14201950272.0
2017-03-14;Résidentiels;17724057300.0
2017-03-14;Entreprises;14540094886.0
2017-05-22;Professionnels;3582762616.0
2017-05-22;Résidentiels;11517628341.0
2017-06-02;PME / PMI;4779399054.0
2017-06-02;Professionnels;3896714289.0
2017-06-02;Entreprises;14235982435.0
2017-06-27;Résidentiels;10535194032.0
2017-07-03;Entreprises;13614276470.0
2017-08-28;PME / PMI;4826469460.0
2017-08-28;Entreprises;13801976371.0
2017-09-09;Professionnels;3606257926.0
2017-09-09;Entreprises;9843307755.0
2017-09-10;PME / PMI;3393203996.0
2017-09-10;Entreprises;8474624389.0
2017-09-30;Entreprises;9993060590.0
2017-10-29;Résidentiels;16624692463.0
2017-12-29;PME / PMI;6892190993.0
2018-02-09;Entreprises;15323261077.0
2018-02-22;PME / PMI;7237061111.0
2018-02-26;Professionnels;7436152003.0
2018-02-28;Résidentiels;36075137032.0
2018-03-01;Professionnels;8146319013.0
2018-03-01;Entreprises;15888356276.0
2018-03-04;PME / PMI;4947735756.0
2018-03-09;Entreprises;14337395813.0
2018-03-11;Résidentiels;19431550476.0
2018-04-03;Professionnels;5258209971.0
2018-04-04;Professionnels;5123602325.0
2018-04-13;PME / PMI;5288817061.0
2018-04-30;Professionnels;4260565942.0
2018-06-04;PME / PMI;4565077459.0
2018-06-23;Professionnels;3368685496.0
2018-06-30;PME / PMI;4316437083.0
2018-06-30;Professionnels;3531074743.0
2018-07-17;PME / PMI;5336431173.0
2018-07-28;PME / PMI;4434110788.0
2018-08-04;Professionnels;3913679526.0
2018-08-09;Résidentiels;10129243564.0
2018-08-22;Entreprises;13439339450.0
2018-08-26;PME / PMI;3509371170.0
2018-08-30;PME / PMI;4798748634.0
2018-09-06;PME / PMI;4913002741.0
2018-09-22;PME / PMI;3862411335.0
2018-09-22;Résidentiels;11199538099.0
2018-09-30;Résidentiels;12839281925.0
2018-12-12;Entreprises;15345465462.0
2018-12-31;PME / PMI;6541114985.0
2018-12-31;Entreprises;10209383214.0
2019-01-29;PME / PMI;7567163167.0
2019-02-01;Professionnels;6641347832.0
2019-02-22;PME / PMI;5944488581.0
2019-03-22;PME / PMI;5696760563.0
2019-03-26;Professionnels;5163261586.0
2019-03-26;Résidentiels;18164006830.0
2019-04-05;Professionnels;5331225671.0
2019-05-31;Résidentiels;11712420214.0
2019-06-05;Résidentiels;10728939607.0
2019-06-07;PME / PMI;4794071801.0
2019-07-20;PME / PMI;4320531623.0
2019-07-21;Professionnels;3272960607.0
2019-10-17;Professionnels;4366088895.0
2019-10-25;PME / PMI;4972444639.0
2019-10-27;Résidentiels;15361252313.0
2019-11-29;PME / PMI;6088367984.0
2019-12-10;PME / PMI;6687134009.0
2019-12-10;Résidentiels;24955278975.0
2019-12-16;Résidentiels;21734151352.0
2020-01-05;Résidentiels;26560858012.0
2020-01-16;Entreprises;14680899116.0
2020-01-28;Entreprises;15069894715.0
2020-02-03;PME / PMI;5899819691.0
2020-02-03;Résidentiels;18471814411.0
2020-02-09;PME / PMI;4470044806.0
2020-02-09;Professionnels;4759178525.0
2020-03-03;Résidentiels;23988823478.0
2020-03-03;Entreprises;14706898569.0
2020-03-25;Professionnels;3930012971.0
2020-03-28;Professionnels;3728480483.0
2020-05-13;Professionnels;3741862597.0
2020-05-13;Entreprises;12056264490.0
2020-06-27;Professionnels;3486987201.0
2020-06-27;Résidentiels;11447463551.0
2020-07-26;PME / PMI;3583405606.0
2020-07-26;Résidentiels;11848565243.0
2020-09-24;PME / PMI;4788240891.0
2021-01-01;PME / PMI;4577873441.0
2021-01-30;Résidentiels;23159432117.0
2021-03-05;Professionnels;5111070034.0
2021-03-20;Professionnels;4899751140.0
2021-03-24;Entreprises;15895228301.0
2021-03-30;Professionnels;4146244704.0
2021-04-13;Entreprises;15802709376.0
2021-04-25;Résidentiels;14616517063.0
2021-04-25;Entreprises;9872673176.0
2021-05-13;PME / PMI;2054327163.0
2021-05-27;Entreprises;15271043117.0
2021-06-23;Résidentiels;11328524443.0
2021-07-02;PME / PMI;2897790424.0
2021-08-10;Résidentiels;10767943699.0
2021-08-17;Entreprises;13374163721.0
2021-08-19;Résidentiels;10844255919.0
2021-08-28;PME / PMI;2352360802.0
2021-09-04;Professionnels;3530279328.0
2021-09-04;Résidentiels;11229224246.0
2021-09-06;PME / PMI;2684629540.0
2021-11-10;PME / PMI;3632603051.0
2021-11-20;PME / PMI;3139477502.0
2021-11-22;Entreprises;16865151156.0
2021-12-19;Résidentiels;27894000914.0
2021-12-31;Professionnels;4724410929.0
